IDCliente,Importecompra,Fechacompra,Categoria,Numerodeclicks,Fechadenacimiento,Codigopostalenvio,Tiemporealizacioncompra,Clienteexistente
7214,"827,138603958211",04/10/22,ALMACENAMIENTO,5,04/06/70,40423,25,SI
3611,"15,7682449261177",17/04/21,CPU,18,15/07/03,28232,90,NO
1207,"746,402465211893",08/03/21,RATONES Y TECLADOS,6,20/06/86,5292,30,NO
2146,"948,66612940556",16/03/21,MEMORIA,1,06/07/92,43530,5,NO
8513,"543,608371734833",24/08/19,RATONES Y TECLADOS,5,01/04/70,14857,25,NO
2210,"495,377889963629",20/03/20,MONITOR,13,17/10/04,13200,65,NO
1702,"301,138596806527",26/06/15,MONITOR,10,08/06/72,47610,50,NO
5031,"926,135014091351",02/04/19,ALMACENAMIENTO,10,13/04/76,4458,50,NO
9335,"678,511517010829",18/01/15,ALMACENAMIENTO,3,06/03/01,9339,15,NO
3083,"371,094350705667",13/01/18,RATONES Y TECLADOS,14,02/04/96,6620,70,NO
6733,"279,830466478464",14/02/16,RATONES Y TECLADOS,4,25/04/86,36320,20,NO
3825,"132,830790882133",14/03/22,MONITOR,19,13/11/91,29009,95,NO
6878,"225,648100102787",07/02/15,CPU,8,23/05/74,10859,40,NO
5770,"600,305512907648",06/08/21,RATONES Y TECLADOS,19,12/05/85,6177,95,NO
4182,"563,341865404883",17/11/21,RATONES Y TECLADOS,17,13/12/88,24718,85,NO
2742,"691,192191923535",11/04/16,MEMORIA,13,18/11/99,11006,65,NO
8901,"129,282403732295",07/05/21,RATONES Y TECLADOS,2,18/03/89,28514,10,NO
4542,"660,394498735499",18/06/20,ALMACENAMIENTO,19,07/05/79,18567,95,NO
2335,"874,66733810217",21/11/15,ALMACENAMIENTO,2,17/01/79,33582,10,NO
9767,"144,067224051779",09/12/17,ALMACENAMIENTO,12,16/06/91,36539,60,NO
3922,"381,424593934313",22/03/19,MONITOR,4,18/03/81,40490,20,NO
7223,"736,329462399956",17/01/17,MONITOR,18,21/04/84,46139,90,NO
8553,"791,403891078976",16/04/17,ALMACENAMIENTO,18,01/12/74,25598,90,NO
3802,"991,033906968994",04/05/15,ALMACENAMIENTO,13,09/04/00,5132,65,NO
2048,"873,317375645816",09/02/17,RATONES Y TECLADOS,11,08/11/86,12200,55,NO
3242,"106,554776033709",12/04/21,MEMORIA,16,04/12/94,36864,80,NO
5518,"832,537481498224",27/05/19,ALMACENAMIENTO,9,20/07/70,27737,45,NO
2150,"764,587018307343",12/09/19,MONITOR,2,18/02/80,32375,10,NO
6961,"507,293219704988",15/04/20,RATONES Y TECLADOS,18,23/07/80,4274,90,NO
3908,"835,249770599726",12/02/17,MEMORIA,16,16/08/75,15358,80,NO
7113,"902,487818675787",16/08/21,MEMORIA,19,02/11/96,38109,95,NO
4454,"236,950784790994",15/02/20,MONITOR,3,27/12/97,15210,15,NO
7703,"541,947317957036",06/02/22,ALMACENAMIENTO,7,22/10/96,44156,35,NO
4763,"724,864907309561",05/05/21,MONITOR,10,27/11/90,19152,50,NO
7532,"97,949150751766",24/11/21,MONITOR,3,02/05/70,12194,15,NO
1569,"219,169108288634",28/10/20,MONITOR,15,08/05/05,47329,75,NO
5911,"419,485362897904",18/11/15,CPU,20,08/01/05,45008,100,NO
2051,"376,125720094789",11/02/21,MEMORIA,4,07/04/04,15689,20,NO
3063,"850,671928172423",14/10/18,CPU,8,07/08/94,49350,40,NO
6241,"339,003765660458",13/08/20,MONITOR,17,23/04/82,26371,85,NO
4637,"650,87090807228",22/04/18,MONITOR,13,08/08/85,31867,65,NO
1282,"159,468585350205",06/11/16,MEMORIA,20,13/04/84,9511,100,NO
5601,"754,61852980146",29/06/20,MONITOR,13,05/02/98,15360,65,NO
7707,"385,268315340137",01/03/20,ALMACENAMIENTO,15,13/06/80,24769,75,NO
8645,"734,198690085522",16/02/20,MEMORIA,5,27/04/98,36313,25,NO
1232,"666,65039680307",03/06/21,RATONES Y TECLADOS,4,01/09/90,9280,20,NO
2222,"971,90533102305",28/10/21,CPU,4,12/02/70,5192,20,NO
8287,"292,24478595015",30/05/19,ALMACENAMIENTO,2,13/11/04,11659,10,NO
9982,"327,865866269337",01/04/16,RATONES Y TECLADOS,15,24/09/78,44742,75,NO
6910,"262,605234547241",02/02/22,RATONES Y TECLADOS,5,25/10/98,22121,25,NO
5973,"437,630201163416",17/10/17,ALMACENAMIENTO,16,20/06/05,11160,80,NO
6543,"768,347654288315",03/11/20,ALMACENAMIENTO,17,30/04/01,24797,85,NO
6521,"183,640979134365",02/04/22,CPU,5,01/12/71,33788,25,NO
6775,"523,841479050713",25/09/17,RATONES Y TECLADOS,17,11/11/72,32780,85,NO
7887,"53,5864503769337",26/02/16,MONITOR,20,27/07/88,24810,100,NO
5048,"287,92177483982",22/10/15,MEMORIA,16,01/01/04,46198,80,NO
6879,"961,368194354021",08/08/18,CPU,10,28/11/76,15187,50,NO
7051,"819,320603165226",28/12/20,CPU,6,02/02/99,6716,30,NO
2935,"272,354151343884",18/06/15,RATONES Y TECLADOS,11,09/11/95,29394,55,NO
3355,"357,743613557465",23/05/15,MONITOR,16,09/04/73,3788,80,NO
5948,"560,076285185981",20/09/17,CPU,3,02/04/73,21750,15,NO
4331,"794,374432018453",15/07/22,MONITOR,8,12/12/05,25192,40,NO
8750,"181,412731180239",22/08/18,MONITOR,10,05/10/91,5193,50,NO
7261,"710,67467754027",10/04/18,ALMACENAMIENTO,9,12/07/79,42182,45,NO
3247,"984,204077769976",19/02/15,CPU,13,06/10/81,24735,65,NO
3975,"867,651310159831",21/01/21,CPU,15,15/11/00,33683,75,NO
6326,"620,767829411587",27/08/19,MONITOR,18,28/02/70,33986,90,NO
9235,"370,900874610502",01/03/18,ALMACENAMIENTO,17,28/07/89,7313,85,NO
9640,"467,906239601878",26/09/18,MONITOR,5,29/12/83,47330,25,NO
1168,"743,227557103976",18/07/15,CPU,4,21/11/73,28944,20,NO
2743,"150,714489958708",10/09/15,MONITOR,6,08/11/72,25176,30,NO
8184,"353,496801848477",12/03/18,MONITOR,6,22/07/91,22549,30,NO
3414,"154,976939288927",27/03/16,MONITOR,2,27/07/75,32765,10,NO
2989,"466,498523632408",10/09/18,CPU,6,08/03/86,32418,30,NO
4462,"473,121923533011",19/07/20,ALMACENAMIENTO,2,10/04/84,36842,10,NO
4999,"387,617839747665",03/12/20,MEMORIA,10,06/08/83,8207,50,NO
4204,"541,375538566485",18/08/22,MONITOR,16,29/12/04,15127,80,NO
2189,"449,61853854659",07/08/21,RATONES Y TECLADOS,10,29/05/80,33735,50,NO
7965,"506,048938229471",27/02/22,CPU,4,24/05/86,12320,20,NO
3444,"447,078838025748",01/04/21,MONITOR,10,07/06/88,24273,50,NO
2038,"19,7488965385873",06/04/20,RATONES Y TECLADOS,11,06/12/99,4006,55,NO
5687,"735,549689509515",24/01/17,CPU,6,07/10/72,1213,30,NO
7806,"240,130107548582",07/11/22,MONITOR,6,27/05/05,32614,30,NO
1781,"213,978939602216",01/06/18,RATONES Y TECLADOS,12,03/09/92,24357,60,NO
5558,"589,726588670029",16/04/15,ALMACENAMIENTO,12,08/08/90,10318,60,NO
8170,"975,747327648103",26/12/19,ALMACENAMIENTO,16,22/06/71,41809,80,NO
7399,"629,405391565927",02/02/18,RATONES Y TECLADOS,16,17/07/95,43714,80,NO
5616,"92,3266486456424",05/04/18,CPU,11,02/09/88,46194,55,NO
3937,"68,3446118808251",25/02/22,MEMORIA,9,23/05/71,18311,45,NO
4222,"526,714351868627",13/12/15,MEMORIA,8,29/11/87,50366,40,NO
1966,"187,099242597889",18/08/16,ALMACENAMIENTO,9,01/06/94,6275,45,NO
7010,"146,237046474439",23/03/22,CPU,3,13/03/74,2535,15,NO
5898,"948,296092441697",27/05/15,MONITOR,9,20/03/04,19246,45,NO
3299,"936,363035266316",24/03/15,RATONES Y TECLADOS,5,24/08/04,17468,25,NO
7265,"604,84670006837",05/05/15,ALMACENAMIENTO,14,21/08/70,5430,70,NO
5757,"51,0866005091914",18/10/22,ALMACENAMIENTO,20,27/05/88,47219,100,NO
4593,"452,296798488226",30/12/17,RATONES Y TECLADOS,7,09/03/90,23265,35,NO
2601,"393,356957350793",26/07/18,CPU,17,01/08/04,5150,85,NO
3385,"287,799286806967",10/07/20,MONITOR,12,10/03/01,49135,60,NO
7245,"139,648640788689",12/09/15,CPU,3,28/01/95,9515,15,NO
5736,"293,439106625069",25/09/21,RATONES Y TECLADOS,8,01/01/83,31119,40,NO
6679,"973,613002030361",30/10/20,CPU,5,16/10/91,17753,25,NO
9033,"266,429282197169",02/07/22,MEMORIA,10,09/02/02,49518,50,NO
6166,"705,237274000331",15/10/20,RATONES Y TECLADOS,5,02/12/74,24857,25,NO
7641,"119,605994392471",05/03/22,MONITOR,11,10/04/00,50295,55,NO
1441,"593,997385586071",02/02/19,MONITOR,19,03/08/86,25120,95,NO
6727,"689,843391935734",20/11/21,MEMORIA,3,28/09/95,17865,15,NO
9443,"813,890964690109",02/10/17,MONITOR,11,23/09/95,15299,55,NO
4073,"14,3311141210581",29/12/16,RATONES Y TECLADOS,12,05/06/73,28817,60,NO
9514,"288,930570266075",17/08/16,MEMORIA,4,22/01/97,24285,20,NO
5805,"714,849679130367",23/10/22,MONITOR,18,09/02/90,23638,90,NO
6013,"933,245553845704",20/05/20,MEMORIA,5,07/03/87,39549,25,NO
9086,"826,806741617161",15/08/16,MONITOR,5,25/05/75,50591,25,NO
6223,"233,272922434306",23/12/19,MEMORIA,2,17/10/01,34405,10,NO
9298,"822,478833140127",08/10/17,MEMORIA,19,11/06/70,4289,95,NO
1377,"512,996459440291",21/07/22,MEMORIA,4,01/03/95,38140,20,NO
9788,"270,07775665114",15/04/20,RATONES Y TECLADOS,19,20/07/83,5428,95,NO
4321,"723,6469991785",01/06/22,MEMORIA,1,17/03/88,5210,5,NO
6188,"230,007975420044",02/11/17,MONITOR,11,23/02/96,49530,55,NO
6112,"263,057635341106",19/01/21,RATONES Y TECLADOS,10,21/06/72,33007,50,NO
8438,"378,17850975244",24/11/22,MONITOR,1,07/05/96,27800,5,NO
7646,"339,402164314714",07/02/15,MEMORIA,1,30/07/83,42112,5,NO
9106,"675,660248575399",16/10/22,MONITOR,13,20/11/02,50619,65,NO
8483,"610,004177821227",04/09/22,MONITOR,2,15/08/05,40132,10,NO
6626,"994,786049773525",02/06/15,CPU,16,14/06/93,34813,80,NO
2079,"358,930816853725",30/11/21,MEMORIA,9,18/03/86,9246,45,NO
8229,"374,060178930304",15/08/18,RATONES Y TECLADOS,4,04/12/98,24710,20,NO
2161,"806,719685947907",30/09/16,MONITOR,6,19/10/93,42107,30,NO
8587,"183,690971020343",29/03/17,MEMORIA,17,08/06/95,45789,85,NO
4183,"858,204938870244",04/10/17,RATONES Y TECLADOS,11,21/06/79,36585,55,NO
4118,"695,911895043345",14/10/22,RATONES Y TECLADOS,9,26/08/98,47134,45,NO
6783,"287,174337811103",04/04/16,MONITOR,20,25/08/71,9249,100,NO
8939,"365,541277232822",01/08/19,ALMACENAMIENTO,18,01/10/99,37630,90,NO
3719,"390,2186863869",15/03/15,RATONES Y TECLADOS,14,03/06/83,6459,70,NO
9136,"557,988832980566",01/10/15,CPU,20,29/10/74,17462,100,NO
5781,"150,266318958571",08/11/18,MEMORIA,14,08/08/99,37240,70,NO
6708,"124,188109993984",18/07/21,MEMORIA,7,24/09/71,50368,35,NO
8111,"258,086618641846",10/02/21,CPU,4,26/05/90,6270,20,NO
6730,"943,821355574402",30/08/17,CPU,1,16/07/78,50546,5,NO
5606,"525,194119223075",23/03/20,ALMACENAMIENTO,10,22/08/04,37756,50,NO
2238,"746,667607911088",03/11/20,MONITOR,3,11/12/77,36794,15,NO
9495,"374,318268650438",23/07/21,ALMACENAMIENTO,17,10/08/84,39010,85,NO
4254,"157,910928071804",01/07/17,MONITOR,1,25/12/83,26008,5,NO
4126,"963,317249523312",26/08/17,MEMORIA,13,24/09/89,4259,65,NO
2543,"895,420741488904",24/02/16,MEMORIA,9,20/05/78,15914,45,NO
1904,"162,209032271523",10/06/18,MONITOR,10,10/09/93,23485,50,NO
2926,"725,16635979178",13/02/17,MEMORIA,6,18/01/84,49211,30,NO
3339,"196,484244724015",23/06/19,MEMORIA,20,16/06/70,25654,100,NO
8825,"733,425621038589",03/08/21,RATONES Y TECLADOS,2,21/12/78,33691,10,NO
5864,"185,817639515354",09/03/21,RATONES Y TECLADOS,9,15/06/01,20304,45,NO
3175,"724,325050979297",13/11/16,CPU,6,05/09/90,15229,30,NO
3055,"710,25312793333",07/02/16,ALMACENAMIENTO,15,18/12/91,26256,75,NO
5539,"458,460806850708",19/04/18,MONITOR,18,12/09/92,27410,90,NO
5547,"892,505231373278",05/08/17,MEMORIA,7,27/11/02,36216,35,NO
6187,"219,694412892199",23/02/19,MEMORIA,8,27/11/99,48992,40,NO
1092,"151,968108597638",01/03/20,ALMACENAMIENTO,1,06/01/72,37610,5,NO
4520,"182,981646880791",14/05/22,RATONES Y TECLADOS,5,29/07/98,17253,25,NO
2035,"358,35265012596",22/08/20,MONITOR,6,10/12/01,11330,30,NO
7667,"565,577424437603",09/09/15,RATONES Y TECLADOS,19,05/06/75,22714,95,NO
6079,"385,44858447156",14/05/19,CPU,3,08/04/94,27792,15,NO
8184,"563,887028892998",05/08/22,MEMORIA,1,22/07/91,42218,5,NO
1876,"165,489876740983",16/07/15,CPU,4,06/10/04,25710,20,NO
2799,"942,214033621239",13/03/20,CPU,18,05/08/81,37510,90,NO
9649,"569,924098126272",05/07/21,CPU,19,01/10/97,10640,95,NO
3366,"871,588732247644",21/03/16,MEMORIA,4,01/11/73,4661,20,NO
6407,"107,515073401303",02/02/20,ALMACENAMIENTO,1,11/07/77,41530,5,NO
2324,"950,528573272136",28/04/20,ALMACENAMIENTO,4,15/06/78,6183,20,NO
2642,"167,101462060059",09/01/20,CPU,16,13/06/81,47813,80,NO
5209,"71,4445507368057",12/12/20,CPU,7,24/04/97,21594,35,NO
3992,"683,721080691198",28/04/18,ALMACENAMIENTO,20,22/09/85,44131,100,NO
5044,"123,86574497821",10/05/16,RATONES Y TECLADOS,7,20/01/86,14206,35,NO
6047,"476,932018636772",18/10/15,RATONES Y TECLADOS,17,07/08/76,4888,85,NO
7937,"111,261430092727",03/04/18,MONITOR,6,19/05/83,40448,30,NO
5697,"704,170507764922",23/08/20,RATONES Y TECLADOS,17,29/10/05,32141,85,NO
2940,"36,8933340066771",10/12/22,MONITOR,15,25/11/03,32539,75,NO
6759,"804,907260017042",21/01/20,RATONES Y TECLADOS,9,27/07/80,14029,45,NO
8217,"766,007353845493",21/08/18,RATONES Y TECLADOS,12,27/07/70,28032,60,NO
3021,"428,75139986889",20/07/15,RATONES Y TECLADOS,7,13/01/73,13768,35,NO
3386,"199,998358280337",09/07/22,ALMACENAMIENTO,17,28/05/81,49324,85,NO
4798,"947,651763099312",13/09/19,RATONES Y TECLADOS,13,05/05/74,3469,65,NO
4542,"749,088735396497",08/01/22,RATONES Y TECLADOS,17,07/05/79,45890,85,NO
2027,"32,5088272228845",30/04/15,ALMACENAMIENTO,12,17/11/95,20212,60,NO
5109,"141,40263335433",08/06/19,MEMORIA,1,04/01/00,32356,5,NO
8768,"268,1300065489",27/03/21,RATONES Y TECLADOS,4,17/06/71,34220,20,NO
2129,"959,905038397292",29/09/17,RATONES Y TECLADOS,4,04/09/74,34450,20,NO
3593,"161,986207621072",29/11/18,ALMACENAMIENTO,6,03/09/98,10261,30,NO
2353,"687,091168029973",02/08/17,RATONES Y TECLADOS,6,10/11/77,25290,30,NO
5018,"353,685237842056",30/12/16,MONITOR,12,13/10/98,19196,60,NO
8543,"108,359932655661",23/07/21,CPU,1,25/11/81,29592,5,NO
9686,"734,174568365434",20/01/21,ALMACENAMIENTO,11,24/09/05,5420,55,NO
5998,"199,392445663023",14/02/16,CPU,8,20/11/82,1195,40,SI
2690,"836,216886973708",19/01/18,MONITOR,5,12/05/00,24174,25,NO
7223,"204,141407054094",15/07/18,CPU,5,21/04/84,2314,25,NO
3185,"463,719598812772",06/10/22,CPU,1,07/08/74,5415,5,NO
3850,"488,963526775077",24/07/18,ALMACENAMIENTO,3,,44167,15,NO
4683,"497,93120503654",12/04/22,MEMORIA,8,25/01/72,24763,40,NO
8346,"44,2559902114836",20/10/16,MEMORIA,3,15/01/03,46842,15,NO
2375,"519,028708454573",28/08/16,RATONES Y TECLADOS,1,16/11/78,14130,5,NO
1254,"735,994073042015",03/03/16,ALMACENAMIENTO,2,03/09/83,9146,10,NO
3628,"982,460892351092",10/01/19,RATONES Y TECLADOS,7,21/07/98,19188,35,NO
1253,"793,597227027206",11/12/15,CPU,15,30/06/81,29718,75,NO
7453,"480,533468904771",15/12/17,ALMACENAMIENTO,8,30/04/05,32667,40,NO
9744,"940,872019519566",16/11/20,MEMORIA,16,03/10/79,27547,80,NO
7005,"880,680400304192",20/09/22,RATONES Y TECLADOS,10,19/10/89,37638,50,NO
1093,"339,452407781588",01/07/22,ALMACENAMIENTO,3,27/01/72,49628,15,NO
4484,"771,022301948934",14/03/17,RATONES Y TECLADOS,10,09/06/96,27863,50,NO
5355,"400,52993433318",06/02/19,RATONES Y TECLADOS,17,28/03/94,16002,85,NO
4581,"817,95461875872",06/07/16,MONITOR,8,19/11/79,45820,40,NO
6797,"227,493865621159",15/01/22,ALMACENAMIENTO,6,02/03/72,9133,30,NO
4020,"19,9631193903968",01/03/19,CPU,7,26/11/88,5580,35,NO
9895,"302,750822345608",01/11/16,MEMORIA,13,11/04/77,17411,65,NO
8969,"769,945406255931",17/10/19,ALMACENAMIENTO,6,29/08/89,30589,30,NO
3595,"318,244034126682",11/11/15,RATONES Y TECLADOS,20,18/02/84,45161,100,NO
6038,"527,376259620685",07/08/18,CPU,20,29/03/05,24447,100,NO
6307,"734,525643875614",30/05/15,MONITOR,7,06/04/03,33826,35,NO
2135,"698,264582066241",18/07/16,ALMACENAMIENTO,4,04/03/74,19250,20,NO
2577,"366,040786238663",08/09/16,MEMORIA,17,11/06/87,32369,85,NO
6583,"676,024033283262",13/04/17,ALMACENAMIENTO,2,14/02/76,46312,10,NO
6657,"572,752961694211",15/01/17,MEMORIA,20,02/04/81,28729,100,NO
6668,"287,762164340007",01/08/15,CPU,7,20/11/96,34350,35,NO
8234,"563,680953243883",14/09/20,RATONES Y TECLADOS,4,06/04/74,32348,20,NO
3924,"362,182668223712",04/08/22,ALMACENAMIENTO,6,05/03/86,33190,30,NO
3140,"494,472221430585",02/09/21,MEMORIA,5,11/12/71,30332,25,NO
5880,"238,717604751346",07/03/18,CPU,6,27/02/02,10191,30,NO
2862,"108,766454594436",15/04/21,MEMORIA,18,18/11/80,9350,90,NO
6748,"720,35789866656",01/09/18,ALMACENAMIENTO,15,24/10/96,19294,75,NO
4531,"632,950859479958",10/01/19,MEMORIA,16,18/09/89,24249,80,NO
1637,"15,2651266038045",21/02/22,RATONES Y TECLADOS,9,08/06/81,42294,45,NO
8119,"440,100751075387",15/03/17,RATONES Y TECLADOS,5,19/08/92,3550,25,NO
6321,"370,493803757501",03/12/17,MEMORIA,4,29/07/95,17452,20,NO
2029,"97,4362420000346",10/01/22,RATONES Y TECLADOS,3,20/11/82,50629,15,NO
8068,"514,196514372181",02/03/17,ALMACENAMIENTO,1,10/07/81,50177,5,NO
1058,"136,698992022059",25/12/15,MEMORIA,12,18/01/77,33161,60,NO
9203,"93,847423157643",15/05/20,RATONES Y TECLADOS,10,02/01/92,20240,50,NO
4860,"219,655334796533",10/10/17,RATONES Y TECLADOS,5,05/02/80,5212,25,NO
1095,"195,805624395208",19/09/19,ALMACENAMIENTO,20,15/09/03,10649,100,NO
7720,"167,484124933535",02/10/22,MONITOR,19,20/04/02,36789,95,NO
9811,"126,889246341839",22/01/16,MEMORIA,3,03/02/83,5697,15,NO
9526,"646,296513579134",18/02/15,RATONES Y TECLADOS,15,30/05/88,32005,75,NO
3006,"553,299200856214",27/08/22,MEMORIA,17,30/09/02,39786,85,NO
7971,"400,827590454169",17/04/18,ALMACENAMIENTO,17,25/01/82,13420,85,NO
8548,"573,904866073388",03/04/19,MONITOR,2,06/05/02,32669,10,NO
2238,"562,454306020042",28/10/17,MONITOR,14,11/12/77,44357,70,NO
8070,"774,517841380608",17/09/19,RATONES Y TECLADOS,6,29/06/94,47209,30,NO
7446,"475,529895519475",27/06/15,RATONES Y TECLADOS,5,18/02/79,5230,25,NO
6201,"832,724308533144",26/09/19,MEMORIA,7,28/04/73,2013,35,NO
9369,"575,789305429099",16/05/19,MEMORIA,5,02/06/78,25139,25,SI
3620,"619,165967165079",27/01/18,MONITOR,9,19/02/85,27516,45,NO
6598,"345,555158447677",02/06/15,RATONES Y TECLADOS,15,09/06/85,12447,75,NO
5123,"754,588737736865",10/05/21,CPU,14,09/04/80,34005,70,NO
3192,"479,168651695688",19/08/15,CPU,5,25/05/90,28925,25,NO
3849,"641,188388254519",04/08/19,MEMORIA,10,02/07/02,28890,50,NO
9493,"300,750157368574",15/05/20,RATONES Y TECLADOS,5,19/02/80,3600,25,NO
5385,"187,530296006792",25/07/18,CPU,18,16/09/87,45684,90,NO
1592,"500,313868534431",19/09/20,MEMORIA,14,17/05/85,48980,70,NO
9189,"166,190264964986",10/10/17,MEMORIA,3,26/12/92,19245,15,NO
7743,"930,549213778943",06/06/20,ALMACENAMIENTO,1,24/12/01,17741,5,NO
2314,"402,16963695865",04/09/20,MEMORIA,7,13/12/73,47493,35,NO
2693,"598,073524903381",19/04/21,RATONES Y TECLADOS,15,20/06/96,23612,75,NO
5952,"965,430961974084",10/08/20,CPU,9,04/11/88,24234,45,NO
4609,"259,633987445651",30/05/16,MEMORIA,6,11/05/83,8105,30,NO
2561,"529,222907474772",13/09/20,CPU,15,11/07/79,22192,75,NO
8363,"141,173215188978",27/12/20,MONITOR,20,06/08/86,9216,100,NO
1050,"493,807356628165",25/05/20,MEMORIA,16,02/03/81,36873,80,NO
2776,"729,325461921741",25/12/19,CPU,5,04/10/99,3111,25,NO
2562,"553,697785651803",29/03/21,MONITOR,19,21/05/88,17244,95,NO
4591,"440,940989001882",15/05/22,CPU,6,13/03/94,40291,30,NO
5984,"504,584141888557",10/08/15,ALMACENAMIENTO,16,11/06/86,36936,80,NO
3020,"408,367443065184",19/12/16,ALMACENAMIENTO,3,08/06/75,22791,15,NO
1267,"350,432250080085",10/03/22,ALMACENAMIENTO,12,30/05/88,27556,60,NO
4296,"209,413139633163",08/12/17,MEMORIA,18,20/10/79,45123,90,NO
1365,"396,942315992453",09/03/21,RATONES Y TECLADOS,5,22/05/90,18612,25,NO
9906,"440,465535161335",03/12/16,ALMACENAMIENTO,9,09/10/72,36612,45,NO
7629,"275,326495389862",25/01/17,MONITOR,18,09/01/93,25193,90,NO
3088,"742,075223794645",23/01/17,RATONES Y TECLADOS,2,21/06/90,27234,10,NO
5844,"471,280644938151",14/12/20,CPU,15,02/12/72,10650,75,NO
7306,"499,466194354256",24/06/21,MONITOR,9,21/09/85,39820,45,NO
3940,"884,926649655324",19/03/15,CPU,11,22/03/96,33202,55,NO
6842,"733,096930938105",18/04/15,MONITOR,3,21/03/92,48460,15,NO
1184,"612,954157942977",21/10/15,MONITOR,20,04/01/94,9461,100,NO
4181,"23,5145195728866",12/05/15,MONITOR,7,17/10/77,37680,35,NO
9170,"416,141511041147",26/01/18,MONITOR,2,27/03/87,23629,10,NO
4682,"594,225539498901",17/04/19,MEMORIA,15,14/03/94,37796,75,NO
5498,"63,9371951521787",07/06/18,RATONES Y TECLADOS,2,18/07/89,25123,10,NO
9770,"145,992591000511",05/03/17,MONITOR,15,27/06/99,43460,75,NO
8171,"562,899003628568",01/03/16,MEMORIA,19,26/02/86,32610,95,NO
8939,"90,2461516767344",18/05/17,CPU,20,01/10/99,25717,100,NO
7863,"229,792953497874",06/03/18,MONITOR,15,19/11/75,18615,75,NO
9278,"373,871263548381",08/02/18,MEMORIA,16,07/06/93,26512,80,NO
2504,"342,721659793402",17/04/20,RATONES Y TECLADOS,4,17/09/86,26371,20,NO
7318,"940,782031669459",12/08/17,MONITOR,19,28/11/72,49173,95,NO
2282,"286,412223108613",12/02/19,ALMACENAMIENTO,2,10/08/77,23460,10,NO
8290,"897,722277787378",08/06/19,ALMACENAMIENTO,7,22/10/87,15357,35,NO
6663,"456,524657080569",06/12/21,ALMACENAMIENTO,1,08/08/04,10868,5,NO
5642,"123,57492759049",03/02/20,RATONES Y TECLADOS,4,22/12/97,21209,20,NO
5661,"266,004518504919",25/11/19,CPU,16,10/12/88,9649,80,NO
9920,"613,399067308472",18/10/19,MONITOR,8,25/11/79,5358,40,NO
6641,"343,634432823892",07/07/22,MEMORIA,9,18/10/94,27328,45,NO
9080,"632,206822523888",03/08/17,MEMORIA,13,20/05/88,14816,65,NO
1081,"969,271618160802",18/10/15,CPU,12,19/01/89,49346,60,NO
5371,"476,093452081107",21/07/16,CPU,14,06/04/73,16771,70,NO
5876,"737,352352924694",08/06/18,CPU,5,16/10/85,6689,25,NO
5130,"137,423029121528",21/04/22,RATONES Y TECLADOS,15,20/01/99,37111,75,NO
1598,"388,617557255137",22/04/18,MONITOR,17,16/09/96,20267,85,NO
1721,"10,6768963883469",25/02/21,MONITOR,10,30/03/05,40180,50,NO
5599,"865,36973427481",14/06/15,RATONES Y TECLADOS,20,10/12/86,15550,100,NO
3112,"447,030840775267",27/04/16,MONITOR,18,06/04/84,47013,90,NO
9299,"596,445322945028",11/01/18,CPU,4,15/11/94,10129,20,NO
3621,"369,84586976784",28/12/20,MONITOR,1,28/10/04,24750,5,NO
9927,"181,002764649719",24/09/20,ALMACENAMIENTO,8,03/10/85,39790,40,NO
8393,"558,635355127199",20/03/18,CPU,3,18/07/96,19463,15,NO
8971,"122,431558881166",13/08/15,MONITOR,2,21/11/84,16893,10,NO
4606,"46,6170430247934",24/07/18,ALMACENAMIENTO,6,03/08/78,6150,30,NO
2342,"499,143803916242",20/03/21,CPU,5,06/06/77,27773,25,NO
3497,"955,348815397161",18/06/22,MEMORIA,17,02/10/86,5132,85,NO
6073,"973,597569692361",07/07/17,RATONES Y TECLADOS,6,03/06/81,37171,30,NO
4869,"330,124588134917",24/06/15,CPU,20,04/10/81,27554,100,NO
5016,"671,88179322383",08/03/15,RATONES Y TECLADOS,6,11/12/90,1211,30,NO
2253,"515,838829049202",10/08/18,CPU,15,20/12/87,19184,75,NO
6277,"915,695910289558",29/03/15,MONITOR,14,14/06/71,48300,70,NO
9357,"545,09483135107",24/09/19,MONITOR,10,16/01/76,32896,50,NO
1452,"87,8423142329025",13/02/19,ALMACENAMIENTO,14,25/07/00,22439,70,NO
2662,"244,922613517005",16/03/19,ALMACENAMIENTO,5,20/07/03,50470,25,NO
2083,"343,738232139563",11/10/16,RATONES Y TECLADOS,17,05/01/72,6392,85,NO
9015,"860,722839767599",20/07/20,MONITOR,16,14/06/00,33937,80,NO
6828,"140,053341326018",30/12/16,RATONES Y TECLADOS,5,09/05/90,9613,25,NO
8287,"747,083147021451",29/11/20,MONITOR,18,13/11/04,2409,90,NO
9342,"952,310727441284",09/06/15,MEMORIA,7,18/09/93,50550,35,NO
2672,"888,698974065581",18/06/17,CPU,19,02/03/90,44592,95,NO
5901,"620,857340052559",05/11/21,ALMACENAMIENTO,18,07/12/76,42257,90,NO
5249,"216,982757815188",18/03/18,MONITOR,13,19/11/82,6740,65,NO
3116,"252,175109729661",04/02/20,MONITOR,18,26/05/83,22361,90,NO
2173,"939,874017240443",10/09/16,MEMORIA,3,26/02/84,27329,15,NO
8012,"997,191599322113",07/08/19,RATONES Y TECLADOS,14,08/11/70,26215,70,NO
9849,"919,478320886467",28/03/21,ALMACENAMIENTO,2,27/08/83,18520,10,NO
